chromosome,start,end,transcript_name,score,strand,type,transcript_biotype,species
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_56_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2795,longer_from_REPLICATE2_transcript_56_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,291,532,longer_from_REPLICATE2_transcript_139_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_139_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_139_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_139_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_139_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2795,longer_from_REPLICATE2_transcript_139_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,462,532,longer_from_REPLICATE1_transcript_26_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE1_transcript_26_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE1_transcript_26_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_26_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_26_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2795,longer_from_REPLICATE1_transcript_26_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1170,1217,longer_from_REPLICATE2_transcript_290_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_290_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_290_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_290_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_290_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1205,1217,longer_from_REPLICATE1_transcript_206_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE1_transcript_206_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_206_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_206_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE1_transcript_206_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1343,1457,longer_from_REPLICATE2_transcript_149_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_149_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_149_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2793,longer_from_REPLICATE2_transcript_149_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1362,1457,longer_from_REPLICATE1_transcript_256_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_256_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_256_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2795,longer_from_REPLICATE1_transcript_256_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1387,1457,longer_from_REPLICATE2_transcript_159_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_159_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_159_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_159_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1426,1457,longer_from_REPLICATE2_transcript_68_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_68_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_68_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2795,longer_from_REPLICATE2_transcript_68_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1438,1457,longer_from_REPLICATE1_transcript_243_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_243_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_243_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE1_transcript_243_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1600,1704,longer_from_REPLICATE1_transcript_245_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_245_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE1_transcript_245_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1602,1704,longer_from_REPLICATE1_transcript_18_support_7,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_18_support_7,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE1_transcript_18_support_7,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1846,1892,longer_from_REPLICATE2_transcript_69_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2795,longer_from_REPLICATE2_transcript_69_support_3,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,12,133,longer_from_REPLICATE1_transcript_54_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,445,532,longer_from_REPLICATE1_transcript_54_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1120,1217,longer_from_REPLICATE1_transcript_54_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE1_transcript_54_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_54_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_54_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2795,longer_from_REPLICATE1_transcript_54_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,13,532,longer_from_REPLICATE2_transcript_96_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_96_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_96_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_96_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_96_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_96_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,13,532,longer_from_REPLICATE1_transcript_31_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE1_transcript_31_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE1_transcript_31_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_31_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_31_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE1_transcript_31_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,46,532,REPLICATE1_transcript_43_support_3REPLICATE2_transcript_75_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1139,1217,REPLICATE1_transcript_43_support_3REPLICATE2_transcript_75_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,1704,REPLICATE1_transcript_43_support_3REPLICATE2_transcript_75_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,REPLICATE1_transcript_43_support_3REPLICATE2_transcript_75_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,REPLICATE1_transcript_43_support_3REPLICATE2_transcript_75_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,46,532,longer_from_REPLICATE2_transcript_76_support_8,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_76_support_8,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,1704,longer_from_REPLICATE2_transcript_76_support_8,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_76_support_8,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_76_support_8,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,46,133,longer_from_REPLICATE2_transcript_67_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,394,532,longer_from_REPLICATE2_transcript_67_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_67_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_67_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_67_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_67_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_67_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,49,532,longer_from_REPLICATE2_transcript_107_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_107_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,1892,longer_from_REPLICATE2_transcript_107_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_107_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,63,133,longer_from_REPLICATE2_transcript_165_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,445,532,longer_from_REPLICATE2_transcript_165_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_165_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,1704,longer_from_REPLICATE2_transcript_165_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_165_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_165_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,63,133,longer_from_REPLICATE2_transcript_164_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,445,532,longer_from_REPLICATE2_transcript_164_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_164_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_164_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_164_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_164_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_164_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,247,532,longer_from_REPLICATE1_transcript_90_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE1_transcript_90_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,1704,longer_from_REPLICATE1_transcript_90_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_90_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE1_transcript_90_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,310,532,longer_from_REPLICATE2_transcript_140_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_140_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_140_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_140_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_140_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_140_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,341,532,longer_from_REPLICATE2_transcript_177_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_177_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,1704,longer_from_REPLICATE2_transcript_177_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_177_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_177_support_5,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,875,1217,longer_from_REPLICATE1_transcript_120_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,2794,longer_from_REPLICATE1_transcript_120_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1017,1217,longer_from_REPLICATE2_transcript_113_support_4,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_113_support_4,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_113_support_4,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_113_support_4,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_113_support_4,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1117,1217,longer_from_REPLICATE1_transcript_18_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_18_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2785,longer_from_REPLICATE1_transcript_18_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1170,1217,longer_from_REPLICATE2_transcript_109_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_109_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1558,1892,longer_from_REPLICATE2_transcript_109_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_109_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1201,1217,longer_from_REPLICATE1_transcript_108_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1345,1704,longer_from_REPLICATE1_transcript_108_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_108_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2795,longer_from_REPLICATE1_transcript_108_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1382,1457,longer_from_REPLICATE1_transcript_266_support_4,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_266_support_4,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1799,1892,longer_from_REPLICATE1_transcript_266_support_4,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE1_transcript_266_support_4,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1426,2794,longer_from_REPLICATE2_transcript_40_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1426,1457,longer_from_REPLICATE2_transcript_81_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_81_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_81_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2795,longer_from_REPLICATE2_transcript_81_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1475,1704,longer_from_REPLICATE1_transcript_159_support_6,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_159_support_6,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE1_transcript_159_support_6,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1567,1892,REPLICATE1_transcript_68_support_3REPLICATE2_transcript_64_support_6,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,REPLICATE1_transcript_68_support_3REPLICATE2_transcript_64_support_6,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1600,1892,longer_from_REPLICATE1_transcript_51_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE1_transcript_51_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1622,1704,longer_from_REPLICATE1_transcript_123_support_4,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1799,1892,longer_from_REPLICATE1_transcript_123_support_4,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE1_transcript_123_support_4,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1734,1892,REPLICATE1_transcript_13_support_194REPLICATE2_transcript_14_support_202,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,REPLICATE1_transcript_13_support_194REPLICATE2_transcript_14_support_202,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1739,1892,longer_from_REPLICATE2_transcript_12_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2785,longer_from_REPLICATE2_transcript_12_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1808,1892,longer_from_REPLICATE1_transcript_11_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2785,longer_from_REPLICATE1_transcript_11_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1808,1892,longer_from_REPLICATE2_transcript_68_support_6,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2795,longer_from_REPLICATE2_transcript_68_support_6,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1818,2794,REPLICATE1_transcript_123_support_7REPLICATE2_transcript_90_support_8,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1846,1892,REPLICATE1_transcript_204_support_4REPLICATE2_transcript_47_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,REPLICATE1_transcript_204_support_4REPLICATE2_transcript_47_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1846,1892,REPLICATE1_transcript_80_support_3REPLICATE2_transcript_124_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,REPLICATE1_transcript_80_support_3REPLICATE2_transcript_124_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,1865,1892,longer_from_REPLICATE2_transcript_43_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_43_support_2,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,2204,2794,longer_from_REPLICATE2_transcript_27_support_3,60,+,exon,protein-coding,Gorilla
TSPY1_ENSG00000258992.7,24,532,longer_from_REPLICATE2_transcript_224_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_224_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_224_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_224_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_224_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,2584,2793,longer_from_REPLICATE2_transcript_224_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,46,532,REPLICATE1_transcript_113_support_7REPLICATE2_transcript_83_support_7,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1139,1217,REPLICATE1_transcript_113_support_7REPLICATE2_transcript_83_support_7,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1345,1704,REPLICATE1_transcript_113_support_7REPLICATE2_transcript_83_support_7,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1810,1892,REPLICATE1_transcript_113_support_7REPLICATE2_transcript_83_support_7,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,2584,2793,REPLICATE1_transcript_113_support_7REPLICATE2_transcript_83_support_7,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,46,532,longer_from_REPLICATE1_transcript_115_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE1_transcript_115_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1345,1704,longer_from_REPLICATE1_transcript_115_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_115_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,2584,2793,longer_from_REPLICATE1_transcript_115_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,46,532,longer_from_REPLICATE1_transcript_107_support_26,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE1_transcript_107_support_26,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE1_transcript_107_support_26,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_107_support_26,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_107_support_26,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,2584,2793,longer_from_REPLICATE1_transcript_107_support_26,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,46,532,longer_from_REPLICATE2_transcript_65_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_65_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_65_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_65_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_65_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,2584,2793,longer_from_REPLICATE2_transcript_65_support_3,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,46,532,REPLICATE1_transcript_109_support_5REPLICATE2_transcript_77_support_6,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1139,1217,REPLICATE1_transcript_109_support_5REPLICATE2_transcript_77_support_6,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1345,1457,REPLICATE1_transcript_109_support_5REPLICATE2_transcript_77_support_6,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1558,1704,REPLICATE1_transcript_109_support_5REPLICATE2_transcript_77_support_6,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,1810,1892,REPLICATE1_transcript_109_support_5REPLICATE2_transcript_77_support_6,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,2584,2793,REPLICATE1_transcript_109_support_5REPLICATE2_transcript_77_support_6,60,+,exon,protein-coding,Bornean orangutan
TSPY1_ENSG00000258992.7,46,532,longer_from_REPLICATE2_transcript_86_support_4,60,+,exon,protein-coding,Bornean orangutan
